SchemaName,TableName,ColumnName,DataType
dbo,LAN_DEVICES,Upddate,datetime
dbo,LAN_DEVICES,iface,nvarchar
dbo,LAN_DEVICES,outvlan,nvarchar
dbo,LAN_IPS,LANRouterID,int
dbo,LAN_IPS,IP,int
dbo,LAN_IPS,mac,char
dbo,LAN_IPS,vlan,int
dbo,LAN_IPS,Flags,char
dbo,LAN_IPS,Expire,datetime
dbo,LAN_IPS,Discovered,datetime
dbo,LAN_IPS,Upddate,datetime
dbo,LAN_IPS,iface,nvarchar
dbo,LAN_IPS,outvlan,nvarchar
dbo,LAN_ROUTER_INTERFACES,id,int
dbo,LAN_ROUTER_INTERFACES,RouterID,int
dbo,LAN_ROUTER_INTERFACES,name,nvarchar
dbo,LAN_ROUTER_INTERFACES,mac,nvarchar
dbo,LAN_ROUTER_INTERFACES,purpose,nvarchar
dbo,LAN_ROUTER_INTERFACES,MTU,nvarchar
dbo,LAN_ROUTERS,ID,int
dbo,LAN_ROUTERS,Kod,nvarchar
dbo,LAN_ROUTERS,name,nvarchar
dbo,LAN_ROUTERS,URL,nvarchar
dbo,LAN_ROUTERS,OwnerID,int
dbo,LAN_ROUTERS,Active,int
dbo,LAN_ROUTERS,DHCPURL,nvarchar
dbo,LAN_ROUTERS,infoURL,nvarchar
dbo,LAN_ROUTERS,IPAddress,nvarchar
dbo,LAN_ROUTERS,ServiceTypeID,int
dbo,LAN_ROUTERS,TrackTraffic,int
dbo,LANGUAGE_DEF,ID,char
dbo,LANGUAGE_NAME_DEF,ID,char
dbo,LANGUAGE_NAME_DEF,LNG,char
dbo,LANGUAGE_NAME_DEF,NAME,nvarchar
dbo,LIST_NUMERIC_HEADER,ID,int
dbo,LIST_NUMERIC_HEADER,LKEY,varchar
dbo,LIST_NUMERIC_ITEM,ID,int
dbo,LIST_NUMERIC_ITEM,NATIVE_LNG,char
dbo,LIST_NUMERIC_ITEM,LIST,int
dbo,LIST_NUMERIC_ITEM,VALUE,int
dbo,LIST_NUMERIC_ITEM,ACTIVE,int
dbo,LIST_NUMERIC_ITEM_LNG,ID,int
dbo,LIST_NUMERIC_ITEM_LNG,LNG,char
dbo,LIST_NUMERIC_ITEM_LNG,LABEL,nvarchar
dbo,LIST_STRING_HEADER,ID,int
dbo,LIST_STRING_HEADER,LKEY,nvarchar
dbo,LIST_STRING_ITEM,ID,int
dbo,LIST_STRING_ITEM,NATIVE_LNG,char
dbo,LIST_STRING_ITEM,LIST,int
dbo,LIST_STRING_ITEM,VALUE,nvarchar
dbo,LIST_STRING_ITEM_LNG,ID,int
dbo,LIST_STRING_ITEM_LNG,LNG,char
dbo,LIST_STRING_ITEM_LNG,LABEL,nvarchar
dbo,MON_ARP,IP,int
dbo,MON_ARP,MAC,bigint
dbo,MON_ARP,CMTS,int
dbo,MON_ARP,LAST_UPDATE,datetime
dbo,MON_CM,LAST_UPDATE,datetime
dbo,MON_CM,CM,char
dbo,MON_CM,CMTS,varchar
dbo,MON_CM,IP,varchar
dbo,MON_CM,CM_INDEX,int
dbo,MON_CM,STATUS,smallint
dbo,MON_CM,DOWNCHANN,int
dbo,MON_CM,UPCHANN,int
dbo,MON_CM,CMTS_START,datetime
dbo,MON_CM,CMTS_SYSUPTIME,bigint
dbo,MON_CM,CM_START,datetime
dbo,MON_CM,CM_SYSUPTIME,bigint
dbo,MON_CM,DOWN_SNR,numeric
dbo,MON_CM,DOWN_MR,smallint
dbo,MON_CM,DOWN_TO,bigint
dbo,MON_CM,DOWN_TXPOWER,numeric
dbo,MON_CM,DOWN_RXPOWER,numeric
dbo,MON_CM,DOWN_DRXPOWER,numeric
dbo,MON_CM,DOWN_ATTEN,numeric
dbo,MON_CM,DOWN_UNERROREDS,bigint
dbo,MON_CM,DOWN_CORRECTEDS,bigint
dbo,MON_CM,DOWN_UNCORRECTABLES,bigint
dbo,MON_CM,DOWN_PCORRECTEDS,numeric
dbo,MON_CM,DOWN_PUNCORRECTABLES,numeric
dbo,MON_CM,DOWN_RATE,int
dbo,MON_CM,UP_SNR,numeric
dbo,MON_CM,UP_MR,smallint
dbo,MON_CM,UP_TO,bigint
dbo,MON_CM,UP_TXPOWER,numeric
dbo,MON_CM,UP_DTXPOWER,numeric
dbo,MON_CM,UP_RXPOWER,numeric
dbo,MON_CM,UP_DRXPOWER,numeric
dbo,MON_CM,UP_ATTEN,numeric
dbo,MON_CM,UP_UNERROREDS,bigint
dbo,MON_CM,UP_CORRECTEDS,bigint
dbo,MON_CM,UP_UNCORRECTABLES,bigint
dbo,MON_CM,UP_PCORRECTEDS,numeric
dbo,MON_CM,UP_PUNCORRECTABLES,numeric
dbo,MON_CM,UP_RATE,int
dbo,MON_CM,CONFIGFILE,varchar
dbo,MON_CM,SERIALNUMBER,varchar
dbo,MON_CM,SYSDESCR,varchar
dbo,MON_CM,STATE_ID,int
dbo,MON_CM,FIRST_UPDATE,datetime
dbo,MON_CM_0047,LAST_UPDATE,datetime
dbo,MON_CM_0047,CM,char
dbo,MON_CM_0047,CMTS,varchar
dbo,MON_CM_0047,IP,varchar
dbo,MON_CM_0047,CM_INDEX,int
dbo,MON_CM_0047,STATUS,smallint
dbo,MON_CM_0047,DOWNCHANN,int
dbo,MON_CM_0047,UPCHANN,int
dbo,MON_CM_0047,CMTS_START,datetime
dbo,MON_CM_0047,CMTS_SYSUPTIME,bigint
dbo,MON_CM_0047,CM_START,datetime
dbo,MON_CM_0047,CM_SYSUPTIME,bigint
dbo,MON_CM_0047,DOWN_SNR,numeric
dbo,MON_CM_0047,DOWN_MR,smallint
dbo,MON_CM_0047,DOWN_TO,smallint
dbo,MON_CM_0047,DOWN_TXPOWER,numeric
dbo,MON_CM_0047,DOWN_RXPOWER,numeric
dbo,MON_CM_0047,DOWN_DRXPOWER,numeric
dbo,MON_CM_0047,DOWN_ATTEN,numeric
dbo,MON_CM_0047,DOWN_UNERROREDS,bigint
dbo,MON_CM_0047,DOWN_CORRECTEDS,bigint
dbo,MON_CM_0047,DOWN_UNCORRECTABLES,bigint
dbo,MON_CM_0047,DOWN_PCORRECTEDS,numeric
dbo,MON_CM_0047,DOWN_PUNCORRECTABLES,numeric
dbo,MON_CM_0047,DOWN_RATE,int
dbo,MON_CM_0047,UP_SNR,numeric
dbo,MON_CM_0047,UP_MR,smallint
dbo,MON_CM_0047,UP_TO,smallint
dbo,MON_CM_0047,UP_TXPOWER,numeric
dbo,MON_CM_0047,UP_DTXPOWER,numeric
dbo,MON_CM_0047,UP_RXPOWER,numeric
dbo,MON_CM_0047,UP_DRXPOWER,numeric
dbo,MON_CM_0047,UP_ATTEN,numeric
dbo,MON_CM_0047,UP_UNERROREDS,bigint
dbo,MON_CM_0047,UP_CORRECTEDS,bigint
dbo,MON_CM_0047,UP_UNCORRECTABLES,bigint
dbo,MON_CM_0047,UP_PCORRECTEDS,numeric
dbo,MON_CM_0047,UP_PUNCORRECTABLES,numeric
dbo,MON_CM_0047,UP_RATE,int
dbo,MON_CM_0047,CONFIGFILE,varchar
dbo,MON_CM_0047,SERIALNUMBER,varchar
dbo,MON_CM_0047,SYSDESCR,varchar
dbo,MON_CM_0047,STATE_ID,int
dbo,MON_CM_0047,FIRST_UPDATE,datetime
dbo,MON_CM_AGGREGATED_STATE,ID,int
dbo,MON_CM_AGGREGATED_STATE,Device_ID,varchar
dbo,MON_CM_AGGREGATED_STATE,Data,datetime
dbo,MON_CM_AGGREGATED_STATE,State_ID,int
dbo,MON_CM_AGGREGATED_STATE,Duration,bigint
dbo,MON_CM_AGGREGATED_STATE,Upddate,datetime
dbo,MON_CM_AGGREGATED_STATE,MaxParam,nvarchar
dbo,MON_CM_AGGREGATED_STATE,MaxTriger,nvarchar
dbo,MON_CM_AGGREGATED_STATE_old,ID,int
dbo,MON_CM_AGGREGATED_STATE_old,Device_ID,varchar
dbo,MON_CM_AGGREGATED_STATE_old,Data,datetime
dbo,MON_CM_AGGREGATED_STATE_old,State_ID,int
dbo,MON_CM_AGGREGATED_STATE_old,Duration,bigint
dbo,MON_CM_AGGREGATED_STATE_old,Upddate,datetime
dbo,MON_CM_CPE,CM,char
dbo,MON_CM_CPE,CPE,char
dbo,MON_CM_CPE,CMTS,varchar
dbo,MON_CM_CPE,LAST_UPDATE,datetime
dbo,MON_CONDITION,ID,int
dbo,MON_CONDITION,WATCH_ID,int
dbo,MON_CONDITION,FIELD,varchar
dbo,MON_CONDITION,RELATION,char
dbo,MON_CONDITION,REFERENCE,numeric
dbo,MON_EVENT,ID,int
dbo,MON_EVENT,SINCE,datetime
dbo,MON_EVENT,CLOSED,datetime
dbo,MON_EVENT,DEVICE_TYPE,varchar
dbo,MON_EVENT,DEVICE_ID,varchar
dbo,MON_EVENT,WATCH_ID,int
dbo,MON_EVENT,STATE_ID,int
dbo,MON_EVENT,DESCRIPTION,varchar
dbo,MON_EVENT,COMMENTED,bit
dbo,MON_EVENT_COMMENT,ID,int
dbo,MON_EVENT_COMMENT,EVENT_ID,int
dbo,MON_EVENT_COMMENT,Comment,nvarchar
dbo,MON_EVENT_COMMENT,USERID,int
dbo,MON_EVENT_COMMENT,UPDDATE,datetime
dbo,MON_LEASE,IP,int
dbo,MON_LEASE,IP_ADDR,varchar
dbo,MON_LEASE,MAC,char
dbo,MON_LEASE,MAC2,char
dbo,MON_LEASE,START_TIME,datetime
dbo,MON_LEASE,LAST_UPD,datetime
dbo,MON_LEASE_HIST,ID,int
dbo,MON_LEASE_HIST,IP,int
dbo,MON_LEASE_HIST,IP_ADDR,varchar
dbo,MON_LEASE_HIST,START_TIME,datetime
dbo,MON_LEASE_HIST,END_TIME,datetime
dbo,MON_LEASE_HIST,SESSION_LEN,int
dbo,MON_LEASE_HIST,MAC,char
dbo,MON_LEASE_HIST,MAC2,char
dbo,MON_LEASE_HIST2,ID,int
dbo,MON_LEASE_HIST2,SEGMENT,int
dbo,MON_LEASE_HIST2,TYPE,char
dbo,MON_LEASE_HIST2,IP,int
dbo,MON_LEASE_HIST2,IP_ADDR,varchar
dbo,MON_LEASE_HIST2,START_TIME,datetime
dbo,MON_LEASE_HIST2,END_TIME,datetime
dbo,MON_LEASE_HIST2,LEASE_LEN,int
dbo,MON_LEASE_HIST2,MAC,char
dbo,MON_LEASE_HIST2,EXTRA,varchar
dbo,MON_LOG,ROWID,int
dbo,MON_LOG,TIMESTAMP,datetime
dbo,MON_LOG,CMTS,int
dbo,MON_LOG,KEY1,char
dbo,MON_LOG,KEY2,char
dbo,MON_LOG,KEY3,char
dbo,MON_LOG,KEY4,char
dbo,MON_LOG,KEY5,char
dbo,MON_LOG,MESSAGE,varchar
dbo,MON_SEGMENT,ID,int
dbo,MON_SEGMENT,NAME,varchar
dbo,MON_SESSION_HIST,ID,int
dbo,MON_SESSION_HIST,NAS_ID,int
dbo,MON_SESSION_HIST,IP,int
dbo,MON_SESSION_HIST,IP_ADDR,varchar
dbo,MON_SESSION_HIST,START_TIME,datetime
dbo,MON_SESSION_HIST,END_TIME,datetime
dbo,MON_SESSION_HIST,SESSION_LEN,int
dbo,MON_SESSION_HIST,SERVICE,char
dbo,MON_SESSION_HIST,DEVICE_ID,int
dbo,MON_SESSION_HIST,DEVICE,varchar
dbo,MON_SQ,ID,int
dbo,MON_SQ,CMTS,varchar
dbo,MON_SQ,IFACE,int
dbo,MON_SQ,OwnerID,int
dbo,MON_SQ,TechRegionID,int
dbo,MON_SQ,LAST_UPDATE,datetime
dbo,MON_SQ,DOWN_RXPOWER,numeric
dbo,MON_SQ,DOWN_ATTEN,numeric
dbo,MON_SQ,DOWN_SNR,numeric
dbo,MON_SQ,DOWN_MR,smallint
dbo,MON_SQ,DOWN_TO,smallint
dbo,MON_SQ,DOWN_PCORRECTEDS,numeric
dbo,MON_SQ,DOWN_PUNCORRECTABLES,numeric
dbo,MON_SQ,UP_TXPOWER,numeric
dbo,MON_SQ,UP_RXPOWER,numeric
dbo,MON_SQ,UP_SNR,numeric
dbo,MON_SQ,UP_MR,smallint
dbo,MON_SQ,UP_TO,smallint
dbo,MON_SQ,UP_UNERROREDS,bigint
dbo,MON_SQ,UP_CORRECTEDS,bigint
dbo,MON_SQ,UP_UNCORRECTABLES,bigint
dbo,MON_SQ,UP_PCORRECTEDS,numeric
dbo,MON_SQ,UP_PUNCORRECTABLES,numeric
dbo,MON_SQ,UP_RATE,smallint
dbo,MON_SQ,MODEMS_STATUS_0,smallint
dbo,MON_SQ,MODEMS_STATUS_1,smallint
dbo,MON_SQ,MODEMS_STATUS_2,smallint
dbo,MON_SQ,MODEMS_STATUS_3,smallint
dbo,MON_SQ,MODEMS_STATUS_4,smallint
dbo,MON_SQ,MODEMS_STATUS_5,smallint
dbo,MON_SQ,MODEMS_STATUS_6,smallint
dbo,MON_SQ,MODEMS_STATUS_7,smallint
dbo,MON_SQ,STATE_ID,int
dbo,MON_SQ,IFACE_NAME,varchar
dbo,MON_SQ,IFACE_ALIAS,varchar
dbo,MON_SQ,IFACE_TYPE,varchar
dbo,MON_SQ,BYTES,bigint
dbo,MON_SQ,PACKETS,bigint
dbo,MON_SQ,UTILIZATION,numeric
dbo,MON_SQ,UTILIZATION2,numeric
dbo,MON_SQ,RATE_BPS,bigint
dbo,MON_SQ,RATE_PPS,bigint
dbo,MON_SQ,DOWN_TOT_BYTES,bigint
dbo,MON_SQ,DOWN_USED_BYTES,bigint
dbo,MON_SQ,UP_TOT_MSLOTS,bigint
dbo,MON_SQ,UP_GRANTED_MSLOTS,bigint
dbo,MON_SQ,UP_TOT_CNTN_MSLOTS,bigint
dbo,MON_SQ,UP_USED_CNTN_MSLOTS,bigint
dbo,MON_SQ,devices_active,int
dbo,MON_SQ,Sector,int
dbo,MON_STATE,ID,int
dbo,MON_STATE,NAME,varchar
dbo,MON_STATE,SEVERITY,int
dbo,MON_STATE,Color,nvarchar
dbo,MON_WATCH,ID,int
dbo,MON_WATCH,NAME,varchar
dbo,MON_WATCH,DEVICE_TYPE,varchar
dbo,MON_WATCH,PROBE_COUNT,int
dbo,MON_WATCH,PERIOD_IN_SEC,int
dbo,MON_WATCH,STATE_ID,int
dbo,MON_WATCH,ANY,int
dbo,MON_WATCH,ACTIVE,int
dbo,StateSnapshot,ID,int
dbo,StateSnapshot,timestamp,datetime
dbo,StateSnapshot,RegionGroupID,int
dbo,StateSnapshot,State_ID,int
dbo,StateSnapshot,cnt,int
dbo,t,mac,nvarchar
dbo,t,state,nvarchar
dbo,t,iface,nvarchar
dbo,t_cm,cm,char
dbo,t_cm,ip,varchar
dbo,t_cm,last_update,datetime
dbo,t_cm,status,smallint
dbo,t_cm,upddate,datetime
